type:byte,n:3,L:2000
_ t h	0.014163517008156
t h e	0.00982693455341158
h e _	0.00759896558583648
n d _	0.00704197334394271
_ t o	0.0054903520986672
a n d	0.00545056693853193
i s _	0.00517207081758504
_ a n	0.00513228565744977
t o _	0.00473443405609708
_ o f	0.00469464889596181
_ y o	0.00453550825542073
. \n \n	0.00453550825542073
y o u	0.00449572309528546
r . \n	0.00437636761487965
o u r	0.00433658245474438
o f _	0.00429679729460911
i n g	0.00362044957230953
_ n o	0.00354087925203899
h e r	0.00354087925203899
h a t	0.00346130893176845
h i s	0.00334195345136264
e _ t	0.0032623831310921
u r _	0.00318281281082156
_ i n	0.00314302765068629
i n _	0.00298388701014522
a t _	0.00294410185000995
t h _	0.00290431668987468
_ h e	0.00286453152973941
_ i t	0.00286453152973941
s t _	0.00286453152973941
\n \n H	0.00282474636960414
t h i	0.00278496120946887
_ w i	0.00270539088919833
t _ t	0.00270539088919833
\n T h	0.00262582056892779
i t _	0.00262582056892779
l l _	0.00258603540879252
_ b e	0.00254625024865725
_ h a	0.00246667992838671
e a r	0.00242689476825144
e r _	0.00242689476825144
n _ t	0.00242689476825144
_ h i	0.00238710960811617
n g _	0.00238710960811617
r e _	0.00238710960811617
e _ s	0.00230753928784563
m y _	0.00226775412771036
n o t	0.00226775412771036
o u _	0.00226775412771036
_ l o	0.00222796896757509
_ c o	0.00218818380743982
_ m o	0.00218818380743982
_ m y	0.00218818380743982
H o r	0.00218818380743982
_ f a	0.00214839864730456
o r _	0.00214839864730456
, _ a	0.00210861348716929
i t h	0.00210861348716929
o t _	0.00210861348716929
_ s o	0.00198925800676348
H a m	0.00198925800676348
e _ m	0.00198925800676348
t , _	0.00198925800676348
e r .	0.00194947284662821
s _ t	0.00194947284662821
\n H o	0.00190968768649294
s , _	0.00190968768649294
_ s t	0.00186990252635767
d _ t	0.0018301173662224
o n _	0.0018301173662224
v e _	0.0018301173662224
\n A n	0.00179033220608713
_ m a	0.00179033220608713
_ w h	0.00179033220608713
g h t	0.00179033220608713
t h a	0.00179033220608713
\n H a	0.00175054704595186
_ a _	0.00175054704595186
A n d	0.00175054704595186
a t h	0.00175054704595186
_ I _	0.00171076188581659
f o r	0.00171076188581659
t i o	0.00171076188581659
a v e	0.00167097672568132
e , \n	0.00167097672568132
m e _	0.00167097672568132
e _ o	0.00163119156554605
e n _	0.00163119156554605
e r e	0.00163119156554605
w i t	0.00163119156554605
d , _	0.00159140640541078
i g h	0.00159140640541078
o r .	0.00159140640541078
_ m e	0.00155162124527551
_ o u	0.00155162124527551
e _ h	0.00155162124527551
e l l	0.00155162124527551
_ f o	0.00151183608514024
e _ a	0.00151183608514024
e _ w	0.00151183608514024
s _ a	0.00151183608514024
_ w a	0.00147205092500497
h i n	0.00147205092500497
_ d e	0.0014322657648697
_ l i	0.0014322657648697
a l l	0.0014322657648697
a r t	0.0014322657648697
u t _	0.0014322657648697
\n W h	0.00139248060473443
_ d o	0.00139248060473443
_ s h	0.00139248060473443
, \n T	0.00139248060473443
? \n \n	0.00139248060473443
h e a	0.00139248060473443
h o u	0.00139248060473443
m . \n	0.00139248060473443
o s t	0.00139248060473443
