type:byte,n:3,L:2000
_ t h	0.0155075939248601
h e _	0.0133892885691447
t h e	0.0115107913669065
n d _	0.00767386091127098
a n d	0.00679456434852118
_ s h	0.00655475619504396
i n g	0.00647482014388489
_ a n	0.00643485211830536
_ t o	0.0061550759392486
s h e	0.0061550759392486
t o _	0.00599520383693046
h e r	0.00539568345323741
_ _ _	0.00495603517186251
e r _	0.00487609912070344
_ w a	0.00471622701838529
a s _	0.00471622701838529
n g _	0.00471622701838529
e d _	0.00447641886490807
_ h e	0.00407673860911271
_ i t	0.00403677058353317
, _ a	0.00399680255795364
_ a _	0.00391686650679456
a t _	0.00375699440447642
w a s	0.00371702637889688
l l _	0.00359712230215827
e _ w	0.00355715427657874
_ o f	0.00331734612310152
e _ t	0.00331734612310152
t h i	0.00331734612310152
d _ t	0.00327737809752198
_ h a	0.00319744204636291
i t _	0.00315747402078337
o f _	0.00315747402078337
_ i n	0.00311750599520384
a l l	0.00311750599520384
u t _	0.0030775379696243
i c e	0.00299760191846523
v e r	0.00295763389288569
e , _	0.00291766586730616
_ b e	0.00283772981614708
h a t	0.00275779376498801
_ d o	0.00271782573940847
i n _	0.00267785771382894
e n _	0.0026378896882494
t _ t	0.0026378896882494
_ o n	0.00251798561151079
h i n	0.00251798561151079
e _ s	0.00247801758593125
o r _	0.00247801758593125
_ n o	0.00243804956035172
_ I _	0.00235811350919265
l i c	0.00235811350919265
y o u	0.00235811350919265
_ l i	0.00231814548361311
_ s a	0.00227817745803357
A l i	0.00227817745803357
c e _	0.00223820943245404
_ s o	0.00215827338129496
_ y o	0.00215827338129496
n _ t	0.00215827338129496
t h a	0.00215827338129496
_ w h	0.00211830535571543
r e _	0.00211830535571543
_ f o	0.00207833733013589
o n _	0.00207833733013589
l e _	0.00203836930455635
d _ s	0.00199840127897682
e r e	0.00199840127897682
f o r	0.00199840127897682
u s e	0.00191846522781775
_ a l	0.00187849720223821
l y _	0.00187849720223821
o w n	0.00187849720223821
s _ t	0.00187849720223821
_ w i	0.00183852917665867
e _ a	0.00183852917665867
m e _	0.00183852917665867
n _ a	0.00183852917665867
o u t	0.00183852917665867
_ A l	0.00179856115107914
e _ h	0.00179856115107914
o w _	0.00179856115107914
t _ w	0.00179856115107914
t , _	0.00179856115107914
e a r	0.0017585931254996
i t h	0.0017585931254996
g h t	0.00171862509992006
t _ i	0.00171862509992006
_ a s	0.00167865707434053
_ c a	0.00167865707434053
_ c o	0.00167865707434053
n o t	0.00167865707434053
_ s e	0.00163868904876099
_ w e	0.00163868904876099
o u s	0.00163868904876099
_ _ *	0.00159872102318145
e _ c	0.00159872102318145
i d _	0.00159872102318145
o u _	0.00159872102318145
r y _	0.00159872102318145
_ w o	0.00155875299760192
s , _	0.00155875299760192
s t _	0.00155875299760192
t _ s	0.00155875299760192
a d _	0.00151878497202238
e v e	0.00151878497202238
i s _	0.00151878497202238
e _ f	0.00147881694644285
e r s	0.00147881694644285
h i s	0.00147881694644285
r , _	0.00147881694644285
s e _	0.00147881694644285
t _ a	0.00147881694644285
_ g o	0.00143884892086331
e _ o	0.00143884892086331
e n t	0.00143884892086331
f _ t	0.00143884892086331
h a d	0.00143884892086331
i t t	0.00143884892086331
t l e	0.00143884892086331
t t l	0.00143884892086331
w i t	0.00143884892086331
. \n \n	0.00139888089528377
c h _	0.00139888089528377
o u l	0.00139888089528377
